Time,GeoTypeDesc,GeoID,GeoRank,Geography,Number,Percent,Note
2011,UHF 42,205,4,Sunset Park,240,61.9,
2011,UHF 42,206,4,Borough Park,311,67.8,
2011,UHF 42,207,4,East Flatbush - Flatbush,337,69.1,
2011,UHF 42,208,4,Canarsie - Flatlands,173,68.9,
2011,UHF 42,209,4,Bensonhurst - Bay Ridge,355,76.8,
2011,UHF 42,210,4,Coney Island - Sheepshead Bay,411,75.3,
2011,UHF 42,211,4,Williamsburg - Bushwick,243,74.5,
2011,UHF 42,301,4,Washington Heights,311,70.7,
2011,UHF 42,302,4,Central Harlem - Morningside Heights,220,74.6,
2011,UHF 42,303,4,East Harlem,181,69.3,
2011,UHF 42,304,4,Upper West Side,411,72.1,
2011,UHF 42,305,4,Upper East Side,572,73.7,
2011,UHF 42,306,4,Chelsea - Clinton,"1,777",76.3,
2011,UHF 42,307,4,Gramercy Park - Murray Hill,"1,077",74.3,
2011,UHF 42,308,4,Greenwich Village - SoHo,862,71.1,
2011,UHF 42,309,4,Union Square - Lower East Side,957,72.7,
2011,UHF 42,310,4,Lower Manhattan,453,76.1,
2011,UHF 42,401,4,Long Island City - Astoria,607,73.2,
2011,UHF 42,402,4,West Queens,739,64.9,
2011,UHF 42,403,4,Flushing - Clearview,460,62.3,
2011,UHF 42,404,4,Bayside - Little Neck,178,79.1,
2011,UHF 42,405,4,Ridgewood - Forest Hills,399,72.7,
2011,UHF 42,406,4,Fresh Meadows,101,70.6,
2011,UHF 42,407,4,Southwest Queens,326,69.5,
2011,UHF 42,408,4,Jamaica,439,71.3,
2011,UHF 42,409,4,Southeast Queens,174,69.3,
2011,UHF 42,410,4,Rockaways,93,66.9,
2011,UHF 42,501,4,Port Richmond,126,78.3,
2011,UHF 42,502,4,Stapleton - St. George,183,77.5,
2011,UHF 42,503,4,Willowbrook,132,77.6,
2011,UHF 42,504,4,South Beach - Tottenville,275,81.4,
